HIV.1_Prot_Name	Human_GeneId	Keywords	evidence.number
Envelope surface glycoprotein gp120	5576	interacts with(1)	1
Envelope surface glycoprotein gp120	5589	interacts with(1)	1
Envelope surface glycoprotein gp120	5591	complexes with(1)	1
Envelope surface glycoprotein gp120	5694	interacts with(1)	1
Envelope surface glycoprotein gp120	5706	complexes with(1)	1
Envelope surface glycoprotein gp120	5708	complexes with(1)	1
Envelope surface glycoprotein gp120	5713	interacts with(1)	1
Envelope surface glycoprotein gp120	5717	interacts with(1)	1
Envelope surface glycoprotein gp120	5742	interacts with(1)	1
Envelope surface glycoprotein gp120	5743	interacts with(1)	1
Envelope surface glycoprotein gp120	5786	interacts with(1)	1
Envelope surface glycoprotein gp120	5787	interacts with(1)	1
Envelope surface glycoprotein gp120	5800	interacts with(1)	1
Envelope surface glycoprotein gp120	5818	interacts with(1)	1
Envelope surface glycoprotein gp120	5832	complexes with(1)	1
Envelope surface glycoprotein gp120	5836	complexes with(1)	1
Envelope surface glycoprotein gp120	5878	complexes with(1)	1
Envelope surface glycoprotein gp120	5894	interacts with(1)	1
Envelope surface glycoprotein gp120	5901	complexes with(1)	1
Envelope surface glycoprotein gp120	5955	interacts with(1)	1
Envelope surface glycoprotein gp120	5970	interacts with(1)	1
Envelope surface glycoprotein gp120	5976	complexes with(1)	1
Envelope surface glycoprotein gp120	6093	interacts with(1)	1
Envelope surface glycoprotein gp120	6122	complexes with(1)	1
Envelope surface glycoprotein gp120	6124	complexes with(1)	1
Envelope surface glycoprotein gp120	6125	complexes with(1)	1
Envelope surface glycoprotein gp120	6128	complexes with(1)	1
Envelope surface glycoprotein gp120	6129	complexes with(1)	1
Envelope surface glycoprotein gp120	6130	complexes with(1)	1
Envelope surface glycoprotein gp120	6132	complexes with(1)	1
Envelope surface glycoprotein gp120	6133	complexes with(1)	1
Envelope surface glycoprotein gp120	6134	complexes with(1)	1
Envelope surface glycoprotein gp120	6137	complexes with(1)	1
Envelope surface glycoprotein gp120	6139	complexes with(1)	1
Envelope surface glycoprotein gp120	6141	complexes with(1)	1
Envelope surface glycoprotein gp120	6143	complexes with(1)	1
Envelope surface glycoprotein gp120	6152	complexes with(1)	1
Envelope surface glycoprotein gp120	6159	complexes with(1)	1
Envelope surface glycoprotein gp120	6175	complexes with(1)	1
Envelope surface glycoprotein gp120	6184	complexes with(1)	1
Envelope surface glycoprotein gp120	6187	complexes with(1)	1
Envelope surface glycoprotein gp120	6188	complexes with(1)	1
Envelope surface glycoprotein gp120	6191	complexes with(1)	1
Envelope surface glycoprotein gp120	6194	complexes with(1)	1
Envelope surface glycoprotein gp120	6202	complexes with(1)	1
Envelope surface glycoprotein gp120	6203	complexes with(1)	1
Envelope surface glycoprotein gp120	6294	complexes with(1)	1
Envelope surface glycoprotein gp120	6347	interacts with(1)	1
Envelope surface glycoprotein gp120	6352	binds(1)	1
Envelope surface glycoprotein gp120	6382	binds(1)	1
Envelope surface glycoprotein gp120	6385	binds(1)	1
Envelope surface glycoprotein gp120	6388	interacts with(1)	1
Envelope surface glycoprotein gp120	6421	complexes with(1)	1
Envelope surface glycoprotein gp120	6426	complexes with(1)	1
Envelope surface glycoprotein gp120	6429	complexes with(1)	1
Envelope surface glycoprotein gp120	6432	complexes with(1)	1
Envelope surface glycoprotein gp120	6506	interacts with(1)	1
Envelope surface glycoprotein gp120	6545	binds(1)	1
Envelope surface glycoprotein gp120	6688	interacts with(1)	1
Envelope surface glycoprotein gp120	6693	interacts with(1)	1
Envelope surface glycoprotein gp120	6709	complexes with(1)	1
Envelope surface glycoprotein gp120	6730	complexes with(1)	1
Envelope surface glycoprotein gp120	6731	complexes with(1)	1
Envelope surface glycoprotein gp120	6780	complexes with(1)	1
Envelope surface glycoprotein gp120	6782	interacts with(1)	1
Envelope surface glycoprotein gp120	6950	complexes with(1)	1
Envelope surface glycoprotein gp120	7047	interacts with(1)	1
Envelope surface glycoprotein gp120	7051	interacts with(1)	1
Envelope surface glycoprotein gp120	7052	interacts with(1)	1
Envelope surface glycoprotein gp120	7053	interacts with(1)	1
Envelope surface glycoprotein gp120	7097	binds(1)	1
Envelope surface glycoprotein gp120	7099	binds(1)	1
Envelope surface glycoprotein gp120	7153	interacts with(1)	1
Envelope surface glycoprotein gp120	7277	complexes with(1)	1
Envelope surface glycoprotein gp120	7421	deglycosylates(1)	1
Envelope surface glycoprotein gp120	7430	binds(1)	1
Envelope surface glycoprotein gp120	7431	complexes with(1)	1
Envelope surface glycoprotein gp120	7448	interacts with(1)	1
Envelope surface glycoprotein gp120	7535	interacts with(1)	1
Envelope surface glycoprotein gp120	7846	complexes with(1)	1
Envelope surface glycoprotein gp120	7919	complexes with(1)	1
Envelope surface glycoprotein gp120	8106	complexes with(1)	1
Envelope surface glycoprotein gp120	8243	complexes with(1)	1
Envelope surface glycoprotein gp120	8350	interacts with(1)	1
Envelope surface glycoprotein gp120	8402	complexes with(1)	1
Envelope surface glycoprotein gp120	8460	interacts with(1)	1
Envelope surface glycoprotein gp120	8519	interacts with(1)	1
Envelope surface glycoprotein gp120	8570	complexes with(1)	1
Envelope surface glycoprotein gp120	8661	complexes with(1)	1
Envelope surface glycoprotein gp120	8664	complexes with(1)	1
Envelope surface glycoprotein gp120	8743	interacts with(1)	1
Envelope surface glycoprotein gp120	8761	complexes with(1)	1
Envelope surface glycoprotein gp120	8826	complexes with(1)	1
Envelope surface glycoprotein gp120	8895	complexes with(1)	1
Envelope surface glycoprotein gp120	8943	complexes with(1)	1
Envelope surface glycoprotein gp120	8974	interacts with(1)	1
Envelope surface glycoprotein gp120	9045	complexes with(1)	1
Envelope surface glycoprotein gp120	9092	complexes with(1)	1
Envelope surface glycoprotein gp120	9114	complexes with(1)	1
Envelope surface glycoprotein gp120	9118	complexes with(1)	1
Envelope surface glycoprotein gp120	9131	complexes with(1)	1
Envelope surface glycoprotein gp120	9188	complexes with(1)	1
Envelope surface glycoprotein gp120	9333	interacts with(1)	1
Envelope surface glycoprotein gp120	9416	complexes with(1)	1
Envelope surface glycoprotein gp120	9475	interacts with(1)	1
Envelope surface glycoprotein gp120	9588	complexes with(1)	1
Envelope surface glycoprotein gp120	9631	complexes with(1)	1
Envelope surface glycoprotein gp120	9635	interacts with(1)	1
Envelope surface glycoprotein gp120	9672	binds(1)	1
Envelope surface glycoprotein gp120	9730	interacts with(1)	1
Envelope surface glycoprotein gp120	9775	complexes with(1)	1
Envelope surface glycoprotein gp120	9782	complexes with(1)	1
Envelope surface glycoprotein gp120	9791	complexes with(1)	1
Envelope surface glycoprotein gp120	9908	interacts with(1)	1
Envelope surface glycoprotein gp120	10036	interacts with(1)	1
Envelope surface glycoprotein gp120	10093	complexes with(1)	1
Envelope surface glycoprotein gp120	10109	associates with(1)	1
Envelope surface glycoprotein gp120	10128	complexes with(1)	1
Envelope surface glycoprotein gp120	10146	interacts with(1)	1
Envelope surface glycoprotein gp120	10155	complexes with(1)	1
Envelope surface glycoprotein gp120	10189	complexes with(1)	1
Envelope surface glycoprotein gp120	10236	complexes with(1)	1
Envelope surface glycoprotein gp120	10242	interacts with(1)	1
Envelope surface glycoprotein gp120	10262	complexes with(1)	1
Envelope surface glycoprotein gp120	10381	binds(1)	1
Envelope surface glycoprotein gp120	10399	complexes with(1)	1
Envelope surface glycoprotein gp120	10410	interacts with(1)	1
Envelope surface glycoprotein gp120	10423	complexes with(1)	1
Envelope surface glycoprotein gp120	10492	complexes with(1)	1
Envelope surface glycoprotein gp120	10514	complexes with(1)	1
Envelope surface glycoprotein gp120	10521	complexes with(1)	1
Envelope surface glycoprotein gp120	10525	interacts with(1)	1
Envelope surface glycoprotein gp120	10527	complexes with(1)	1
Envelope surface glycoprotein gp120	10572	interacts with(1)	1
Envelope surface glycoprotein gp120	10575	complexes with(1)	1
Envelope surface glycoprotein gp120	10576	complexes with(1)	1
Envelope surface glycoprotein gp120	10581	interacts with(1)	1
Envelope surface glycoprotein gp120	10594	complexes with(1)	1
Envelope surface glycoprotein gp120	10642	complexes with(1)	1
Envelope surface glycoprotein gp120	10643	complexes with(1)	1
Envelope surface glycoprotein gp120	10670	complexes with(1)	1
Envelope surface glycoprotein gp120	10772	complexes with(1)	1
Envelope surface glycoprotein gp120	10808	interacts with(1)	1
Envelope surface glycoprotein gp120	10890	complexes with(1)	1
Envelope surface glycoprotein gp120	10949	complexes with(1)	1
Envelope surface glycoprotein gp120	10971	interacts with(1)	1
Envelope surface glycoprotein gp120	10992	complexes with(1)	1
Envelope surface glycoprotein gp120	11051	complexes with(1)	1
Envelope surface glycoprotein gp120	11103	complexes with(1)	1
Envelope surface glycoprotein gp120	11331	complexes with(1)	1
Envelope surface glycoprotein gp120	22794	interacts with(1)	1
Envelope surface glycoprotein gp120	22802	interacts with(1)	1
Envelope surface glycoprotein gp120	22818	complexes with(1)	1
Envelope surface glycoprotein gp120	22907	complexes with(1)	1
Envelope surface glycoprotein gp120	23020	complexes with(1)	1
Envelope surface glycoprotein gp120	23071	interacts with(1)	1
Envelope surface glycoprotein gp120	23118	interacts with(1)	1
Envelope surface glycoprotein gp120	23127	processed by(1)	1
Envelope surface glycoprotein gp120	23416	binds(1)	1
Envelope surface glycoprotein gp120	23435	complexes with(1)	1
Envelope surface glycoprotein gp120	23451	complexes with(1)	1
Envelope surface glycoprotein gp120	23753	interacts with(1)	1
Envelope surface glycoprotein gp120	24145	interacts with(1)	1
Envelope surface glycoprotein gp120	25870	interacts with(1)	1
Envelope surface glycoprotein gp120	26986	complexes with(1)	1
Envelope surface glycoprotein gp120	27036	binds(1)	1
Envelope surface glycoprotein gp120	27094	interacts with(1)	1
Envelope surface glycoprotein gp120	27316	complexes with(1)	1
Envelope surface glycoprotein gp120	27345	interacts with(1)	1
Envelope surface glycoprotein gp120	29894	complexes with(1)	1
Envelope surface glycoprotein gp120	50489	binds(1)	1
Envelope surface glycoprotein gp120	50507	interacts with(1)	1
Envelope surface glycoprotein gp120	51150	interacts with(1)	1
Envelope surface glycoprotein gp120	51466	interacts with(1)	1
Envelope surface glycoprotein gp120	51495	complexes with(1)	1
Envelope surface glycoprotein gp120	51520	complexes with(1)	1
Envelope surface glycoprotein gp120	51561	interacts with(1)	1
Envelope surface glycoprotein gp120	51631	complexes with(1)	1
Envelope surface glycoprotein gp120	51663	complexes with(1)	1
Envelope surface glycoprotein gp120	51726	interacts with(1)	1
Envelope surface glycoprotein gp120	55037	complexes with(1)	1
Envelope surface glycoprotein gp120	55379	complexes with(1)	1
Envelope surface glycoprotein gp120	55658	interacts with(1)	1
Envelope surface glycoprotein gp120	55660	complexes with(1)	1
Envelope surface glycoprotein gp120	55661	complexes with(1)	1
Envelope surface glycoprotein gp120	55830	processed by(1)	1
Envelope surface glycoprotein gp120	55894	binds(1)	1
Envelope surface glycoprotein gp120	55922	complexes with(1)	1
Envelope surface glycoprotein gp120	56254	complexes with(1)	1
Envelope surface glycoprotein gp120	57187	complexes with(1)	1
Envelope surface glycoprotein gp120	58477	complexes with(1)	1
Envelope surface glycoprotein gp120	65109	complexes with(1)	1
Envelope surface glycoprotein gp120	79188	interacts with(1)	1
Envelope surface glycoprotein gp120	79709	processed by(1)	1
Envelope surface glycoprotein gp120	79868	processed by(1)	1
Envelope surface glycoprotein gp120	79869	complexes with(1)	1
Envelope surface glycoprotein gp120	80267	interacts with(1)	1
Envelope surface glycoprotein gp120	81567	interacts with(1)	1
Envelope surface glycoprotein gp120	81608	complexes with(1)	1
Envelope surface glycoprotein gp120	81929	interacts with(1)	1
Envelope surface glycoprotein gp120	83468	processed by(1)	1
Envelope surface glycoprotein gp120	84061	interacts with(1)	1
Envelope surface glycoprotein gp120	84331	interacts with(1)	1
Envelope surface glycoprotein gp120	94081	complexes with(1)	1
Envelope surface glycoprotein gp120	116179	interacts with(1)	1
Envelope surface glycoprotein gp120	124801	interacts with(1)	1
Envelope surface glycoprotein gp120	125950	complexes with(1)	1
Envelope surface glycoprotein gp120	144423	processed by(1)	1
Envelope surface glycoprotein gp120	220972	binds(1)	1
Envelope surface glycoprotein gp120	220988	complexes with(1)	1
Envelope surface glycoprotein gp120	283464	processed by(1)	1
Envelope surface glycoprotein gp120	339390	binds(1)	1
Envelope surface glycoprotein gp120	343641	interacts with(1)	1
Envelope surface glycoprotein gp120	360203	processed by(1)	1
Envelope surface glycoprotein gp120	727897	modified by(1)	1
Envelope surface glycoprotein gp160, precursor	58	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	59	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	60	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	70	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	71	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	72	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	102	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	351	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	355	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	389	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	444	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	472	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	488	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	489	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	598	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	836	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	915	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	916	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	940	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	1075	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	1234	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	1327	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	1362	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	1374	palmitoylated by(1)	1
Envelope surface glycoprotein gp160, precursor	1375	palmitoylated by(1)	1
Envelope surface glycoprotein gp160, precursor	1376	palmitoylated by(1)	1
Envelope surface glycoprotein gp160, precursor	1380	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	1471	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	1509	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	1521	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	1627	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	1636	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	1718	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	1727	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	1825	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	1861	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	2010	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	2137	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	2335	binds(1)	1
Envelope surface glycoprotein gp160, precursor	2683	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	2734	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	2882	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	3106	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	3107	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	3108	associates with(1)	1
Envelope surface glycoprotein gp160, precursor	3109	associates with(1)	1
Envelope surface glycoprotein gp160, precursor	3111	associates with(1)	1
Envelope surface glycoprotein gp160, precursor	3112	associates with(1)	1
Envelope surface glycoprotein gp160, precursor	3113	associates with(1)	1
Envelope surface glycoprotein gp160, precursor	3115	associates with(1)	1
Envelope surface glycoprotein gp160, precursor	3117	associates with(1)	1
Envelope surface glycoprotein gp160, precursor	3118	associates with(1)	1
Envelope surface glycoprotein gp160, precursor	3119	associates with(1)	1
Envelope surface glycoprotein gp160, precursor	3120	associates with(1)	1
Envelope surface glycoprotein gp160, precursor	3134	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	3135	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	3385	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	3482	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	3561	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	3574	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	3586	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	3592	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	3593	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	3615	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	3676	binds(1)	1
Envelope surface glycoprotein gp160, precursor	3688	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	3695	binds(1)	1
Envelope surface glycoprotein gp160, precursor	3932	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	3949	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	4001	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	4065	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	4121	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	4122	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	4123	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	4124	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	4125	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	4126	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	4166	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	4247	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	4851	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5033	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5230	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5265	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5315	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5351	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5445	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5447	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5578	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5579	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5580	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5581	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5582	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5583	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5584	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5588	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5589	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5590	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5611	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5694	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5702	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5707	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5717	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5719	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5788	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5878	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	5954	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	6035	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	6048	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	6050	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	6272	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	6388	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	6422	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	6441	binds(1)	1
Envelope surface glycoprotein gp160, precursor	6482	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	6483	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	6484	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	6487	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	6520	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	6585	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	6748	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	6782	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	6786	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	6868	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	6891	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	6892	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7037	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7040	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7059	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7184	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7277	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7278	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7280	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7283	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7284	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7314	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7415	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7416	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7417	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7846	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7852	binds(1)	1
Envelope surface glycoprotein gp160, precursor	7879	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7920	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	7991	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	8140	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	8534	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	8607	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	8702	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	8703	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	8704	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	8705	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	8706	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	8707	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	8708	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	8766	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	9276	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	9331	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	9435	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	9445	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	9469	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	9486	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	9554	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	9730	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10026	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10036	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10164	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	10317	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	10376	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10381	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10382	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10383	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10410	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10525	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10548	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10581	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10694	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10808	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10856	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10857	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10890	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10905	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	10947	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10954	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	10961	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10970	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	10972	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	11073	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	11230	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	11253	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	11282	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	11320	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	11331	binds(1)	1
Envelope surface glycoprotein gp160, precursor	23184	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	23225	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	23240	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	23306	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	23324	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	23353	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	23452	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	23563	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	23646	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	25834	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	25870	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	26998	binds(1)	1
Envelope surface glycoprotein gp160, precursor	27035	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	27248	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	29927	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	29968	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	30001	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	50489	binds(1)	1
Envelope surface glycoprotein gp160, precursor	50507	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	50508	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	51162	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	51284	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	51311	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	51552	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	51752	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	54106	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	54431	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	54480	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	54495	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	54814	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	54982	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	55080	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	55151	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	55170	methylated by(1)	1
Envelope surface glycoprotein gp160, precursor	55746	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	55761	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	55768	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	55969	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	56255	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	56548	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	56681	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	56886	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	57134	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	57222	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	57326	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	57704	processed by(1)	1
